post,is_stress,stress_kind
"I thought about adding potatoes, but I find they are difficult to get to a texture I find thoroughly cooked in pies, so I skipped 'em.",0,Everyday Decision Making
"I'm tired of washing my two little uniforms every other day, and ironing every night to get the required creases in everything, it's such a pain.",1,Everyday Decision Making
"What's that, you don't know what to make for supper tonight?",0,Everyday Decision Making
"The chefs have no idea what the ingredients will be until the round starts, and they're always really random.",0,Everyday Decision Making
i'm pretty hungry and there's no food at my house.,1,Everyday Decision Making
"Last night when I got home, mad from work, as seems to be the case lately too often, I asked tsb to make dinner.",1,Everyday Decision Making
work has been really exhausting lately.,1,Everyday Decision Making
"i've been really busy at work, and having my monitor at home crap out on me has made things difficult there too.",1,Everyday Decision Making
"It's annoying because mostly it hits in the middle of the workday, where I can't do a whole fuck of a lot with it. I need to find focus.",1,Everyday Decision Making
"I've started my period, which is being really weird and I'm eating like crazy.",1,Everyday Decision Making
Something about the repetitive nature of my job leaves me severely lacking in brain capacity by the end of the day.,1,Everyday Decision Making
"Because of my recent sick days, I have way too much homework and work to do.",1,School
My policy of pushing everything back to study for the test last week is really biting me in the butt this week.,1,School
I'm finding being back at school quite hard.,1,School
I just can't handle learning with the average joe asshole at my school.,1,School
I didn't do so well on my math quiz.,1,School
the bad thing is that i have to go to school all this week because of this stupid gym crap.,1,School
Getting pretty more and more worn out for school and work recently.,1,School
"i haven't even finished the one summer reading book, which report's due five days after school starts.",1,School
"judging by that, school is going to be REALLY hard.",1,School
i've been so busy studying for finals that i haven't had time to update.,1,School
school is crazy right now and i am trying to decide what classes i have to take and i am just going crazy!!,1,School
i couldnt finish it in time so i just didnt go to school.,1,School
I really need to get into school.,1,School
Eisenbear prolly can't go because he'll be in school then.,0,School
Got frustrated while workin on my math cuz well i am so lossed on wat we are doin in that class.,1,School
college is a lot of stress.,1,School
Sure I'm stressed with schoolwork and shit is always going down with the boyfriend.,1,School
i feel so stressed..ugh.. im not gonna be able to get my grades up.,1,School
Doing my schoolwork is awful.,1,School
I have to get good grades.,1,School
"I'm a worrywart. I mean, really. I'm due to take a placement test for the school I hope to get into.",1,School
this is very stressful with school etc.,1,School
It's just annoying that i have to miss school because of it.,0,School
Well this week is going to suck! I am going to spend the whole week reviewing for exams and stuff.,1,School
School is very stressful right now.,1,School
"Chloe, people at school suck.",1,School
school is getting me worried and pissed.,1,School
My grades in school weren't the best and I'm terribly afraid of fucking up those classes.,1,School
"Now im slipping in everything, math.. i would be studying for my final today i just couldnt concentrate.",1,School
omg i need to go back to school!,1,School
I am just soooooo worried about school.,1,School
Maybe this is because of all the stress I have of thinking about going off to school next month.,1,School
"i am getting super stressed out about school, and i do not heart that.",1,School
"School was tiring, and I had a TON of homework.",1,School
I have to go finish my schoolwork.,0,School
"Today, was one of the worst days I can remember at school.",1,School
"It's sad that I've fallen out of touch with SO many people this semester, but college is supposed to be extremely busy, right?",1,School
I'm feeling very concerned about my school work right now.,1,School
history cause we have a chapter test tomorrow and I haven't yet.,1,School
I'm worried now about going back to school.,1,School
I'm at school again as my computer is still messed up.,1,School
School is fucking killing me.,1,School
I look at the homework and I think about the homework and it worries me when I don't do it.,1,School
"Usually if I had a test, it meant that I had to go to school.",1,School
School is going to be such a bitch to get back into after all this.,1,School
"finals are quickly aproaching, and i am seriously worried about my grades for the first time in a very long time.",1,School
i still have no idea and it's turning my classes into a burden i can't handle. because i'm not working toward any kind of goal it makes the whole thing,1,School
Cuz they take up too much time and i get way to distracted from my homework.,1,School
i still haven't looked up what my classes are for the semester and I'm starting school tomorrow.,1,School
I've been thinking a lot lately about what I want to do once I graduate.,1,School
School has started back up.,1,School
"I go into the school that day, and am told that I have RSP class, and that there has been a sub for the last 2 weeks!",1,School
School because it's soo boring.,1,School
"I've been thinking a lot about college, and how badly I want it to come.",0,School
"omggggggggggggg school is stressing me out so bad, i have like a total of tests to make up its sucks the biggest dick.",1,School
I must improve my grades.,1,School
